№ п/п,Дата,Время начала,Время окон- чания,Тип занятий,Участвуют группы,Участвуют подгруппы,Дисциплина,Число сту- дентов,Поме- щение,Преподаватель
39,28.10.2021четверг,9.0,10.3,"прак. занятие, вебинар Teams",ЗАМ-2911,,Иностранный язык (английский),10,,доц. Мурай Ольга Викторовна
40,28.10.2021четверг,10.4,12.1,"прак. занятие, вебинар Teams",ЗАМ-2911,,Иностранный язык (английский),10,,доц. Мурай Ольга Викторовна
41,28.10.2021четверг,12.2,13.5,"лабор. работа, вебинар Teams",ЗАМ-2911,,Механика. Механика грунтов,10,,ст. преп. Николаева Алина Андреевна
42,28.10.2021четверг,14.3,16.0,"лабор. работа, вебинар Teams",ЗАМ-2911,,Механика. Механика грунтов,10,,ст. преп. Николаева Алина Андреевна
43,29.10.2021пятница,9.0,10.3,"лабор. работа, вебинар Teams",ЗАМ-2911,,Инженерное обеспечение строительства. Геология,10,,доц. Сычева Анна Вячеславовна
44,29.10.2021пятница,10.4,12.1,"лабор. работа, вебинар Teams",ЗАМ-2911,,Инженерное обеспечение строительства. Геология,10,,доц. Сычева Анна Вячеславовна
45,29.10.2021пятница,12.2,13.5,"прак. занятие, вебинар Teams","ЗВВ-2912, ЗАМ-2911",,Математика,18,,доц. Головина Ольга Владимировна
46,29.10.2021пятница,14.3,16.0,"прак. занятие, вебинар Teams","ЗВВ-2912, ЗАМ-2911",,Математика,18,,доц. Головина Ольга Владимировна
47,30.10.2021суббота,9.0,10.3,"зачет, вебинар Teams","ЗВВ-2912, ЗАМ-2911",,Механика. Механика грунтов,18,,ст. преп. Николаева Алина Андреевна
48,30.10.2021суббота,10.4,12.1,"зачет, вебинар Teams","ЗАМ-2911, ЗВВ-2912",,Механика. Механика грунтов,18,,ст. преп. Николаева Алина Андреевна
49,30.10.2021суббота,12.2,13.5,"прак. занятие, вебинар Teams","ЗАМ-2911, ЗВВ-2912",,Математика,18,,доц. Головина Ольга Владимировна
50,30.10.2021суббота,14.3,16.0,"прак. занятие, вебинар Teams","ЗАМ-2911, ЗВВ-2912",,Математика,18,,доц. Головина Ольга Владимировна
51,11.01.2022вторник,12.2,13.5,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Правовое обеспечение профессиональной деятельности,42,526 (I),доц. Ордина Ольга Николаевна
52,11.01.2022вторник,14.3,16.0,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Правовое обеспечение профессиональной деятельности,42,526 (I),доц. Ордина Ольга Николаевна
53,11.01.2022вторник,16.1,17.4,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Управление персоналом,42,526 (I),доц. Болдырева Татьяна Владимировна
54,11.01.2022вторник,17.5,19.2,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Управление персоналом,42,526 (I),доц. Болдырева Татьяна Владимировна
55,12.01.2022среда,9.0,10.3,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Инженерная компьютерная графика,42,525 (I),доц. Саратов Александр Михайлович
56,12.01.2022среда,10.4,12.1,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Инженерная компьютерная графика,42,525 (I),доц. Саратов Александр Михайлович
57,12.01.2022среда,12.2,13.5,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Управление персоналом,42,526 (I),доц. Болдырева Татьяна Владимировна
58,12.01.2022среда,14.3,16.0,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Управление персоналом,42,526 (I),доц. Болдырева Татьяна Владимировна
59,13.01.2022четверг,9.0,10.3,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Правовое обеспечение профессиональной деятельности,42,526 (I),доц. Ордина Ольга Николаевна
60,13.01.2022четверг,10.4,12.1,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Правовое обеспечение профессиональной деятельности,42,526 (I),доц. Ордина Ольга Николаевна
61,13.01.2022четверг,12.2,13.5,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Инженерное обеспечение строительства. Геодезия,42,374 (II),доц. Сычева Анна Вячеславовна
62,13.01.2022четверг,14.3,16.0,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Инженерное обеспечение строительства. Геодезия,42,374 (II),доц. Сычева Анна Вячеславовна
63,13.01.2022четверг,16.1,17.4,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Инженерное обеспечение строительства. Геодезия,42,374 (II),доц. Сычева Анна Вячеславовна
64,14.01.2022пятница,9.0,10.3,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Механика. Теоретическая механика,42,526 (I),доц. Дубровин Валентин Сергеевич
65,14.01.2022пятница,10.4,12.1,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Механика. Теоретическая механика,42,526 (I),доц. Дубровин Валентин Сергеевич
66,14.01.2022пятница,12.2,13.5,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Безопасность жизнедеятельности,42,526 (I),доц. Шевченко Виктория Борисовна
67,14.01.2022пятница,14.3,16.0,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Безопасность жизнедеятельности,42,526 (I),доц. Шевченко Виктория Борисовна
68,14.01.2022пятница,16.1,17.4,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Безопасность жизнедеятельности,42,526 (I),доц. Шевченко Виктория Борисовна
69,15.01.2022суббота,9.0,10.3,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Экономика,42,526 (I),доц. Чугунова Ольга Анатольевна
70,15.01.2022суббота,10.4,12.1,лекция,"ЗВВ-2911, ЗВВ-2912, ЗАМ-2911",,Экономика,42,526 (I),доц. Чугунова Ольга Анатольевна
71,15.01.2022суббота,12.2,13.5,лабор. работа,"ЗВВ-2912, ЗАМ-2911",,Безопасность жизнедеятельности,18,110 (III),асс. Самойлов Вадим Вадимович
72,15.01.2022суббота,14.3,16.0,лабор. работа,"ЗВВ-2912, ЗАМ-2911",,Безопасность жизнедеятельности,18,110 (III),асс. Самойлов Вадим Вадимович
73,15.01.2022суббота,16.1,17.4,лабор. работа,"ЗВВ-2912, ЗАМ-2911",,Безопасность жизнедеятельности,18,110 (III),асс. Самойлов Вадим Вадимович
74,17.01.2022понедельник,9.0,10.3,прак. занятие,"ЗАМ-2911, ЗВВ-2912",,Управление персоналом,18,521 (I),доц. Болдырева Татьяна Владимировна
75,17.01.2022понедельник,10.4,12.1,прак. занятие,"ЗАМ-2911, ЗВВ-2912",,Управление персоналом,18,521 (I),доц. Болдырева Татьяна Владимировна
76,17.01.2022понедельник,12.2,13.5,лабор. работа,"ЗВВ-2912, ЗАМ-2911",,Инженерное обеспечение строительства. Геодезия,18,274А (II),доц. Сычева Анна Вячеславовна
77,17.01.2022понедельник,14.3,16.0,лабор. работа,"ЗВВ-2912, ЗАМ-2911",,Инженерное обеспечение строительства. Геодезия,18,274А (II),доц. Сычева Анна Вячеславовна
78,17.01.2022понедельник,16.1,17.4,лабор. работа,"ЗВВ-2912, ЗАМ-2911",,Инженерное обеспечение строительства. Геодезия,18,274А (II),доц. Сычева Анна Вячеславовна
79,18.01.2022вторник,9.0,10.3,прак. занятие,"ЗВВ-2912, ЗАМ-2911",,Правовое обеспечение профессиональной деятельности,18,522 (I),доц. Ордина Ольга Николаевна
80,18.01.2022вторник,10.4,12.1,прак. занятие,"ЗВВ-2912, ЗАМ-2911",,Правовое обеспечение профессиональной деятельности,18,522 (I),доц. Ордина Ольга Николаевна
81,18.01.2022вторник,12.2,13.5,прак. занятие,"ЗВВ-2912, ЗАМ-2911",,Механика. Теоретическая механика,18,446 (I),доц. Дубровин Валентин Сергеевич
82,18.01.2022вторник,14.3,16.0,прак. занятие,"ЗВВ-2912, ЗАМ-2911",,Механика. Теоретическая механика,18,446 (I),доц. Дубровин Валентин Сергеевич
83,18.01.2022вторник,16.1,17.4,прак. занятие,"ЗВВ-2912, ЗАМ-2911",,Механика. Теоретическая механика,18,446 (I),доц. Дубровин Валентин Сергеевич
